subscription_event_id,company_id,event_type,plan_name,previous_plan_name,payment_date,subscription_start_date,sub_end_date,trial_end_date,billing_period,seat_count,monthly_recurring_revenue,invoice_amount,currency,payment_status,created_at
se_004239,co_0495,renewal,Small,,2025-06-25,2025-06-25,,,annual,98,200,2400,GBP,paid,2025-06-25T14:29:00
se_004240,co_0495,renewal,Small,,2026-06-25,2026-06-25,,,annual,98,200,2400,GBP,paid,2026-06-25T18:45:00
se_004241,co_0496,trial_start,Small,,,,,2024-06-05,monthly,65,0,0,GBP,not_applicable,2024-05-29T16:39:00
se_004242,co_0496,converted,Small,,2024-06-08,2024-06-08,,,monthly,65,200,200,GBP,paid,2024-06-08T11:15:00
se_004243,co_0496,renewal,Small,,2024-07-08,2024-07-08,,,monthly,65,200,200,GBP,paid,2024-07-08T13:54:00
se_004244,co_0496,renewal,Small,,2024-08-08,2024-08-08,,,monthly,65,200,200,GBP,paid,2024-08-08T17:16:00
se_004245,co_0496,renewal,Small,,2024-09-08,2024-09-08,,,monthly,65,200,200,GBP,paid,2024-09-08T13:32:00
se_004246,co_0496,renewal,Small,,2024-10-08,2024-10-08,,,monthly,65,200,200,GBP,paid,2024-10-08T09:09:00
se_004247,co_0496,renewal,Small,,2024-11-08,2024-11-08,,,monthly,65,200,200,GBP,paid,2024-11-08T13:36:00
se_004248,co_0496,renewal,Small,,2024-12-08,2024-12-08,,,monthly,65,200,200,GBP,paid,2024-12-08T12:01:00
se_004249,co_0496,renewal,Small,,2025-01-08,2025-01-08,,,monthly,65,200,200,GBP,paid,2025-01-08T18:43:00
se_004250,co_0496,renewal,Small,,2025-02-08,2025-02-08,,,monthly,65,200,200,GBP,paid,2025-02-08T10:04:00
se_004251,co_0496,renewal,Small,,2025-03-08,2025-03-08,,,monthly,65,200,200,GBP,paid,2025-03-08T13:51:00
se_004252,co_0496,renewal,Small,,2025-04-08,2025-04-08,,,monthly,65,200,200,GBP,paid,2025-04-08T10:19:00
se_004253,co_0496,renewal,Small,,2025-05-08,2025-05-08,,,monthly,65,200,200,GBP,paid,2025-05-08T19:52:00
se_004254,co_0496,renewal,Small,,2025-06-08,2025-06-08,,,monthly,65,200,200,GBP,paid,2025-06-08T13:11:00
se_004255,co_0496,renewal,Small,,2025-07-13,2025-07-08,,,monthly,65,200,200,GBP,paid,2025-07-08T17:46:00
se_004256,co_0496,renewal,Small,,2025-08-08,2025-08-08,,,monthly,65,200,200,GBP,paid,2025-08-08T14:46:00
se_004257,co_0496,renewal,Small,,2025-09-08,2025-09-08,,,monthly,65,200,200,GBP,paid,2025-09-08T11:52:00
se_004258,co_0496,renewal,Small,,2025-10-08,2025-10-08,,,monthly,65,200,200,GBP,paid,2025-10-08T17:28:00
se_004259,co_0496,renewal,Small,,2025-11-08,2025-11-08,,,monthly,65,200,200,GBP,paid,2025-11-08T08:20:00
se_004260,co_0496,renewal,Small,,2025-12-08,2025-12-08,,,monthly,65,200,200,GBP,paid,2025-12-08T08:11:00
se_004261,co_0496,renewal,Small,,2026-01-08,2026-01-08,,,monthly,65,200,200,GBP,paid,2026-01-08T16:05:00
se_004262,co_0496,renewal,small,,2026-02-08,2026-02-08,,,monthly,65,200,200,GBP,paid,2026-02-08T13:35:00
se_004263,co_0496,renewal,Small,,2026-03-08,2026-03-08,,,monthly,65,200,200,GBP,paid,2026-03-08T15:19:00
se_004264,co_0496,renewal,Small,,2026-04-08,2026-04-08,,,monthly,65,200,200,GBP,paid,2026-04-08T13:18:00
se_004265,co_0496,renewal,Small,,2026-05-08,2026-05-08,,,monthly,65,200,200,GBP,paid,2026-05-08T12:28:00
se_004266,co_0496,renewal,Small,,2026-06-08,2026-06-08,,,monthly,65,200,200,GBP,paid,2026-06-08T11:05:00
se_004267,co_0497,trial_start,Medium,,,,,2025-02-15,monthly,166,0,0,GBP,not_applicable,2025-02-08T17:14:00
se_004268,co_0497,converted,Medium,,2025-02-17,2025-02-17,,,monthly,166,750,750,GBP,paid,2025-02-17T08:05:00
se_004269,co_0497,renewal,Medium,,2025-03-17,2025-03-17,,,monthly,166,750,750,GBP,paid,2025-03-17T15:30:00
se_004270,co_0497,renewal,Medium,,2025-04-17,2025-04-17,,,monthly,166,750,750,GBP,paid,2025-04-17T19:10:00
se_004271,co_0497,renewal,Medium,,2025-05-17,2025-05-17,,,monthly,166,750,750,GBP,paid,2025-05-17T19:44:00
se_004272,co_0497,renewal,Medium,,2025-06-17,2025-06-17,,,monthly,166,750,750,GBP,paid,2025-06-17T18:20:00
se_004273,co_0497,renewal,Medium,,2025-07-17,2025-07-17,,,monthly,166,750,750,GBP,paid,2025-07-17T19:34:00
se_004274,co_0497,renewal,Medium,,2025-08-17,2025-08-17,,,monthly,166,750,750,GBP,paid,2025-08-17T14:47:00
se_004275,co_0497,renewal,Medium,,2025-09-17,2025-09-17,,,monthly,166,750,750,GBP,paid,2025-09-17T13:24:00
se_004276,co_0497,renewal,Medium,,2025-10-17,2025-10-17,,,monthly,166,750,750,GBP,paid,2025-10-17T11:55:00
se_004277,co_0497,renewal,Medium,,2025-11-17,2025-11-17,,,monthly,166,750,750,GBP,paid,2025-11-17T12:45:00
se_004278,co_0497,upgrade,Large,,2025-11-20,2025-11-20,,,monthly,166,1500,1500,GBP,paid,2025-11-20T16:55:00
se_004279,co_0497,renewal,Large,,2025-12-17,2025-12-17,,,monthly,166,1500,1500,GBP,paid,2025-12-17T13:47:00
se_004280,co_0497,renewal,Large,,,2026-01-17,,,monthly,166,1500,1500,GBP,paid,2026-01-17T09:04:00
se_004281,co_0497,renewal,Large,,2026-02-17,2026-02-17,,,monthly,166,1500,1500,GBP,paid,2026-02-17T19:44:00
se_004282,co_0497,renewal,Large,,2026-03-17,2026-03-17,,,monthly,166,1500,1500,GBP,paid,2026-03-17T09:44:00
se_004283,co_0497,renewal,Large,,2026-04-17,2026-04-17,,,monthly,166,1500,1500,GBP,paid,2026-04-17T19:07:00
se_004284,co_0497,renewal,LARGE,,2026-05-17,2026-05-17,,,monthly,166,1500,1500,GBP,paid,2026-05-17T18:11:00
se_004285,co_0497,renewal,Large,,2026-06-17,2026-06-17,,,monthly,166,1500,1500,GBP,paid,2026-06-17T15:33:00
se_004286,co_0498,trial_start,Medium,,,,,2024-01-04,annual,292,0,0,GBP,not_applicable,2023-12-28T15:30:00
se_004287,co_0498,converted,Medium,,2024-01-02,2024-01-02,,,annual,292,750,9000,GBP,paid,2024-01-02T17:47:00
se_004288,co_0498,renewal,Medium,,2025-01-02,2025-01-02,,,annual,292,750,9000,GBP,paid,2025-01-02T18:10:00
se_004289,co_0498,payment_failed,Medium,,2026-01-02,2026-01-02,,,annual,292,750,750,GBP,failed,2026-01-02T09:13:00
se_004290,co_0498,payment_recovered,Medium,,2026-01-05,2026-01-05,,,annual,292,750,9000,GBP,paid,2026-01-05T14:22:00
se_004291,co_0499,trial_start,Small,,,,,2024-11-14,monthly,103,0,0,GBP,not_applicable,2024-11-07T12:21:00
se_004292,co_0499,converted,Small,,2024-11-09,2024-11-09,,,monthly,103,200,200,GBP,paid,2024-11-09T12:57:00
se_004293,co_0499,renewal,Small,,2024-12-09,2024-12-09,,,monthly,103,200,200,GBP,paid,2024-12-09T18:15:00
se_004294,co_0499,renewal,Small,,2025-01-09,2025-01-09,,,monthly,103,200,200,GBP,paid,2025-01-09T08:51:00
se_004295,co_0499,renewal,Small,,2025-02-09,2025-02-09,,,monthly,103,200,200,GBP,paid,2025-02-09T11:54:00
se_004296,co_0499,renewal,Small,,2025-03-09,2025-03-09,,,monthly,103,200,200,GBP,paid,2025-03-09T19:00:00
se_004297,co_0499,cancellation_scheduled,Small,,,2025-02-08,,,monthly,103,200,200,GBP,not_applicable,2025-02-08T15:17:00
se_004298,co_0499,voluntary_churn,Small,,,2025-03-09,2025-03-09,,monthly,103,200,0,GBP,not_applicable,2025-03-09T11:49:00
se_004299,co_0500,trial_start,Medium,,,,,2026-03-11,annual,169,0,0,GBP,not_applicable,2026-03-04T19:33:00
se_004300,co_0500,converted,Medium,,2026-03-07,2026-03-07,,,annual,169,750,9000,GBP,paid,2026-03-07T11:24:00
se_004301,co_0501,trial_start,Small,,,,,2026-03-31,annual,87,0,0,GBP,not_applicable,2026-03-24T15:32:00
se_004302,co_0501,converted,Small,,2026-03-29,2026-03-29,,,annual,87,200,2400,GBP,paid,2026-03-29T12:17:00
se_004303,co_0502,trial_start,Medium,,,,,2025-02-09,annual,114,0,0,GBP,not_applicable,2025-02-02T11:44:00
se_004304,co_0502,converted,Medium,,2025-02-09,2025-02-09,,,annual,114,750,9000,GBP,paid,2025-02-09T18:19:00
se_004305,co_0502,renewal,Medium,,2026-02-09,2026-02-09,,,annual,114,750,9000,GBP,paid,2026-02-09T14:03:00
se_004306,co_0503,trial_start,Medium,,,,,2025-09-21,monthly,135,0,0,GBP,not_applicable,2025-09-14T15:01:00
se_004307,co_0503,converted,Medium,,2025-09-24,2025-09-24,,,monthly,135,750,750,GBP,paid,2025-09-24T13:12:00
se_004308,co_0503,renewal,Medium,,2025-10-24,2025-10-24,,,monthly,135,750,750,GBP,paid,2025-10-24T13:10:00
se_004309,co_0503,renewal,Medium,,2025-11-24,2025-11-24,,,monthly,135,750,750,GBP,paid,2025-11-24T17:57:00
se_004310,co_0503,renewal,Medium,,2025-12-24,2025-12-24,,,monthly,135,750,750,GBP,paid,2025-12-24T16:48:00
se_004311,co_0503,renewal,Medium,,2026-01-24,2026-01-24,,,monthly,135,750,750,GBP,paid,2026-01-24T18:33:00
se_004312,co_0503,renewal,Medium,,2026-02-24,2026-02-24,,,monthly,135,750,750,GBP,paid,2026-02-24T19:46:00
se_004313,co_0503,renewal,Medium,,2026-03-24,2026-03-24,,,monthly,135,750,750,GBP,paid,2026-03-24T10:19:00
se_004314,co_0503,renewal,Medium,,2026-04-24,2026-04-24,,,monthly,135,750,750,GBP,paid,2026-04-24T13:16:00
se_004315,co_0503,renewal,Medium,,2026-05-24,2026-05-24,,,monthly,135,750,750,GBP,paid,2026-05-24T12:28:00
se_004316,co_0503,renewal,Medium,,2026-06-24,2026-06-24,,,monthly,135,750,750,GBP,paid,2026-06-24T19:40:00
se_004317,co_0504,trial_start,Small,,,,,2025-07-14,monthly,117,0,0,GBP,not_applicable,2025-07-07T13:22:00
se_004318,co_0505,trial_start,Medium,,,,,2025-02-10,annual,511,0,0,GBP,not_applicable,2025-02-03T09:54:00
se_004319,co_0505,converted,Medium,,2025-02-06,2025-02-06,,,annual,511,750,9000,GBP,paid,2025-02-06T19:17:00
se_004320,co_0505,renewal,Medium,,2026-02-06,2026-02-06,,,annual,511,750,9000,GBP,paid,2026-02-06T17:11:00
se_004321,co_0506,trial_start,Medium,,,,,2024-12-17,monthly,133,0,0,EUR,not_applicable,2024-12-10T12:28:00
se_004322,co_0506,converted,Medium,,2024-12-20,2024-12-20,,,monthly,133,750,750,EUR,paid,2024-12-20T18:19:00
se_004323,co_0506,renewal,Medium,,2025-01-20,2025-01-20,,,monthly,133,750,750,EUR,paid,2025-01-20T08:47:00
se_004324,co_0506,renewal,Medium,,2025-02-20,2025-02-20,,,monthly,133,750,750,EUR,paid,2025-02-20T15:12:00
se_004325,co_0506,renewal,Medium,,2025-03-20,2025-03-20,,,monthly,133,750,750,EUR,paid,2025-03-20T10:50:00
se_004326,co_0506,renewal,Medium,,2025-04-20,2025-04-20,,,monthly,133,750,750,EUR,paid,2025-04-20T16:48:00
se_004327,co_0506,renewal,Medium,,2025-05-24,2025-05-20,,,monthly,133,750,750,EUR,paid,2025-05-20T09:28:00
se_004328,co_0506,renewal,Medium,,2025-06-20,2025-06-20,,,monthly,133,750,750,EUR,paid,2025-06-20T08:00:00
se_004329,co_0506,renewal,Medium,,2025-07-20,2025-07-20,,,monthly,133,750,750,EUR,paid,2025-07-20T11:12:00
se_004330,co_0506,renewal,Medium,,2025-08-20,2025-08-20,,,monthly,133,750,750,EUR,paid,2025-08-20T12:13:00
se_004331,co_0506,renewal,Medium,,2025-10-07,2025-09-20,,,monthly,133,750,750,EUR,paid,2025-09-20T09:11:00
se_004332,co_0506,renewal,Medium,,2025-10-20,2025-10-20,,,monthly,133,750,750,EUR,paid,2025-10-20T17:27:00
se_004333,co_0506,renewal,Medium,,2025-11-20,2025-11-20,,,monthly,133,750,750,EUR,paid,2025-11-20T18:53:00
se_004334,co_0506,renewal,Medium,,2025-12-20,2025-12-20,,,monthly,133,750,750,EUR,paid,2025-12-20T10:53:00
se_004335,co_0506,renewal,Medium,,2026-01-20,2026-01-20,,,monthly,133,750,750,EUR,paid,2026-01-20T14:19:00
se_004336,co_0506,renewal,Medium,,2026-02-20,2026-02-20,,,monthly,133,750,750,EUR,paid,2026-02-20T13:27:00
se_004337,co_0506,renewal,Medium,,2026-03-20,2026-03-20,,,monthly,133,750,750,EUR,paid,2026-03-20T10:06:00
se_004338,co_0506,renewal,Medium,,2026-04-20,2026-04-20,,,monthly,133,750,750,EUR,paid,2026-04-20T09:00:00
se_004339,co_0506,renewal,Medium,,2026-05-20,2026-05-20,,,monthly,133,750,750,EUR,paid,2026-05-20T14:27:00
se_004340,co_0506,renewal,Medium,,2026-06-20,2026-06-20,,,monthly,133,750,750,EUR,paid,2026-06-20T08:08:00
se_004341,co_0507,trial_start,Medium,,,,,2024-10-25,monthly,239,0,0,GBP,not_applicable,2024-10-18T09:36:00
se_004342,co_0507,converted,Medium,,2024-10-21,2024-10-21,,,monthly,239,750,750,GBP,paid,2024-10-21T10:09:00
se_004343,co_0507,renewal,Medium,,2024-11-21,2024-11-21,,,monthly,239,750,750,GBP,paid,2024-11-21T11:35:00
se_004344,co_0507,renewal,Medium,,2024-12-21,2024-12-21,,,monthly,239,750,750,GBP,paid,2024-12-21T19:54:00
se_004345,co_0507,renewal,Medium,,2025-01-21,2025-01-21,,,monthly,239,750,750,GBP,paid,2025-01-21T10:06:00
se_004346,co_0507,renewal,Medium,,2025-02-24,2025-02-21,,,monthly,239,750,750,GBP,paid,2025-02-21T08:56:00
se_004347,co_0507,renewal,Medium,,2025-03-21,2025-03-21,,,monthly,239,750,750,GBP,paid,2025-03-21T11:02:00
se_004348,co_0507,renewal,Medium,,2025-04-21,2025-04-21,,,monthly,239,750,750,GBP,paid,2025-04-21T09:15:00
se_004349,co_0507,renewal,Medium,,2025-05-21,2025-05-21,,,monthly,239,750,750,GBP,paid,2025-05-21T09:59:00
se_004350,co_0507,renewal,Medium,,2025-07-01,2025-06-21,,,monthly,239,750,750,GBP,paid,2025-06-21T11:42:00
se_004351,co_0507,renewal,Medium,,2025-07-21,2025-07-21,,,monthly,239,750,750,GBP,paid,2025-07-21T17:19:00
se_004352,co_0507,renewal,Medium,,2025-08-21,2025-08-21,,,monthly,239,750,750,GBP,paid,2025-08-21T13:21:00
se_004353,co_0507,renewal,Medium,,2025-09-21,2025-09-21,,,monthly,239,750,750,GBP,paid,2025-09-21T13:05:00
se_004354,co_0507,payment_failed,Medium,,2025-10-21,2025-10-21,,,monthly,239,750,750,GBP,failed,2025-10-21T19:14:00
se_004355,co_0507,upgrade,Large,Medium,2025-10-27,2025-10-27,,,monthly,239,1500,1500,GBP,paid,2025-10-27T10:35:00
se_004356,co_0507,renewal,Large,,2025-11-21,2025-11-21,,,monthly,239,1500,1500,GBP,paid,2025-11-21T18:54:00
se_004357,co_0507,renewal,Large,,2025-12-21,2025-12-21,,,monthly,239,1500,1500,GBP,paid,2025-12-21T13:16:00
se_004358,co_0507,upgrade,Bespoke,Large,2026-01-10,2026-01-10,,,monthly,239,1500,1500,GBP,paid,2026-01-10T09:54:00
se_004359,co_0507,renewal,Bespoke,,2026-01-21,2026-01-21,,,monthly,239,1500,1500,GBP,paid,2026-01-21T16:14:00
se_004360,co_0507,renewal,Bespoke,,2026-02-21,2026-02-21,,,monthly,239,1500,1500,GBP,paid,2026-02-21T14:22:00
se_004361,co_0507,renewal,Bespoke,,2026-03-21,2026-03-21,,,monthly,239,1500,1500,GBP,paid,2026-03-21T19:31:00
se_004362,co_0507,renewal,Bespoke,,2026-04-21,2026-04-21,,,monthly,239,1500,1500,GBP,paid,2026-04-21T15:59:00
se_004363,co_0507,renewal,Bespoke,,2026-05-21,2026-05-21,,,monthly,239,1500,1500,GBP,paid,2026-05-21T18:44:00
se_004364,co_0507,renewal,Bespoke,,2026-06-21,2026-06-21,,,monthly,239,1500,1500,GBP,paid,2026-06-21T09:28:00
se_004365,co_0508,trial_start,Medium,,,,,2024-05-24,annual,582,0,0,GBP,not_applicable,2024-05-17T12:27:00
se_004366,co_0508,converted,Medium,,2024-05-22,2024-05-22,,,annual,582,750,9000,GBP,paid,2024-05-22T16:32:00
se_004367,co_0508,renewal,Medium,,2025-05-22,2025-05-22,,,annual,582,750,9000,GBP,paid,2025-05-22T14:13:00
se_004368,co_0508,renewal,Medium,,2026-05-22,2026-05-22,,,annual,582,750,9000,GBP,paid,2026-05-22T12:02:00
se_004369,co_0509,trial_start,Bespoke,,,,,2024-09-13,monthly,2600,0,0,GBP,not_applicable,2024-09-06T12:00:00
se_004370,co_0509,converted,Bespoke,,2024-09-08,2024-09-08,,,monthly,2600,4790,4790,GBP,paid,2024-09-08T17:27:00
se_004371,co_0509,renewal,Bespoke,,2024-10-08,2024-10-08,,,monthly,2600,5040,5040,GBP,paid,2024-10-08T09:19:00
se_004372,co_0509,renewal,bespoke,,2024-11-08,2024-11-08,,,monthly,2600,4750,4750,GBP,paid,2024-11-08T15:45:00
se_004373,co_0509,renewal,Bespoke,,2024-12-25,2024-12-08,,,monthly,2600,5530,5530,GBP,paid,2024-12-08T11:47:00
se_004374,co_0509,renewal,Bespoke,,2025-01-08,2025-01-08,,,monthly,2600,3880,3880,GBP,paid,2025-01-08T19:15:00
se_004375,co_0509,renewal,Bespoke,,2025-02-08,2025-02-08,,,monthly,2600,4450,4450,GBP,paid,2025-02-08T15:58:00
se_004376,co_0509,renewal,Bespoke,,2025-03-08,2025-03-08,,,monthly,2600,4990,4990,GBP,paid,2025-03-08T19:57:00
se_004377,co_0509,renewal,Bespoke,,2025-04-17,2025-04-08,,,monthly,2600,4090,4090,GBP,paid,2025-04-08T12:12:00
se_004378,co_0509,renewal,Bespoke,,2025-05-08,2025-05-08,,,monthly,2600,4980,4980,GBP,paid,2025-05-08T08:57:00
se_004379,co_0509,renewal,Bespoke,,2025-06-08,2025-06-08,,,monthly,2600,5100,5100,GBP,paid,2025-06-08T14:00:00
se_004380,co_0509,renewal,Bespoke,,2025-07-27,2025-07-08,,,monthly,2600,4190,4190,GBP,paid,2025-07-08T16:22:00
se_004381,co_0509,renewal,Bespoke,,2025-08-08,2025-08-08,,,monthly,2600,4720,4720,GBP,paid,2025-08-08T09:00:00
se_004382,co_0509,renewal,Bespoke,,2025-09-08,2025-09-08,,,monthly,2600,5660,5660,GBP,paid,2025-09-08T12:38:00
se_004383,co_0509,renewal,Bespoke,,2025-10-28,2025-10-08,,,monthly,2600,4700,4700,GBP,paid,2025-10-08T15:22:00
se_004384,co_0509,renewal,Bespoke,,2025-11-08,2025-11-08,,,monthly,2600,3940,3940,GBP,paid,2025-11-08T19:30:00
se_004385,co_0509,downgrade,Large,Bespoke,2025-11-23,2025-11-23,,,monthly,2600,1500,1500,GBP,paid,2025-11-23T17:19:00
se_004386,co_0509,renewal,Large,,2025-12-08,2025-12-08,,,monthly,2600,1500,1500,GBP,paid,2025-12-08T18:58:00
se_004387,co_0509,renewal,Large,,2026-01-08,2026-01-08,,,monthly,2600,1500,1500,GBP,paid,2026-01-08T10:46:00
se_004388,co_0509,renewal,Large,,2026-02-08,2026-02-08,,,monthly,2600,1500,1500,GBP,paid,2026-02-08T14:26:00
se_004389,co_0509,renewal,Large,,2026-03-08,2026-03-08,,,monthly,2600,1500,1500,GBP,paid,2026-03-08T09:32:00
se_004390,co_0509,renewal,Large,,2026-04-08,2026-04-08,,,monthly,2600,1500,1500,GBP,paid,2026-04-08T11:50:00
se_004391,co_0509,renewal,Large,,2026-05-08,2026-05-08,,,monthly,2600,1500,1500,GBP,paid,2026-05-08T14:59:00
se_004392,co_0509,renewal,Large,,2026-06-08,2026-06-08,,,monthly,2600,1500,1500,GBP,paid,2026-06-08T08:31:00
se_004393,co_0510,trial_start,Small,,,,,2026-05-09,monthly,69,0,0,GBP,not_applicable,2026-05-02T12:17:00
se_004394,co_0510,converted,Small,,2026-05-12,2026-05-12,,,monthly,69,200,200,GBP,paid,2026-05-12T10:17:00
se_004395,co_0510,renewal,Small,,2026-06-12,2026-06-12,,,monthly,69,200,200,GBP,paid,2026-06-12T08:36:00
se_004396,co_0511,trial_start,Small,,,,,2023-09-10,monthly,89,0,0,GBP,not_applicable,2023-09-03T13:28:00
se_004397,co_0511,converted,Small,,2023-09-06,2023-09-06,,,monthly,89,200,200,GBP,paid,2023-09-06T13:41:00
se_004398,co_0511,renewal,Small,,2023-10-06,2023-10-06,,,monthly,89,200,200,GBP,paid,2023-10-06T15:27:00
se_004399,co_0511,renewal,Small,,2023-11-06,2023-11-06,,,monthly,89,200,200,GBP,paid,2023-11-06T11:19:00
se_004400,co_0511,renewal,Small,,2023-12-06,2023-12-06,,,monthly,89,200,200,GBP,paid,2023-12-06T13:15:00
se_004401,co_0511,renewal,Small,,2024-01-06,2024-01-06,,,monthly,89,200,200,GBP,paid,2024-01-06T08:14:00
se_004402,co_0511,renewal,Small,,2024-02-24,2024-02-06,,,monthly,89,200,200,GBP,paid,2024-02-06T10:59:00
se_004403,co_0511,renewal,Small,,2024-03-06,2024-03-06,,,monthly,89,200,200,GBP,paid,2024-03-06T17:35:00
se_004404,co_0511,renewal,Small,,2024-04-11,2024-04-06,,,monthly,89,200,200,GBP,paid,2024-04-06T10:57:00
se_004405,co_0511,renewal,Small,,2024-05-06,2024-05-06,,,monthly,89,200,200,GBP,paid,2024-05-06T17:44:00
se_004406,co_0511,renewal,Small,,2024-06-06,2024-06-06,,,monthly,89,200,200,GBP,paid,2024-06-06T14:29:00
se_004407,co_0511,renewal,Small,,,2024-07-06,,,monthly,89,200,200,GBP,paid,2024-07-06T18:56:00
se_004408,co_0511,renewal,Small,,2024-08-06,2024-08-06,,,monthly,89,200,200,GBP,paid,2024-08-06T18:39:00
se_004409,co_0511,renewal,Small,,2024-09-26,2024-09-06,,,monthly,89,200,200,GBP,paid,2024-09-06T08:24:00
se_004410,co_0511,renewal,Small,,2024-10-06,2024-10-06,,,monthly,89,200,200,GBP,paid,2024-10-06T09:28:00
se_004411,co_0511,renewal,Small,,2024-11-06,2024-11-06,,,monthly,89,200,200,GBP,paid,2024-11-06T17:40:00
se_004412,co_0511,renewal,Small,,2024-12-06,2024-12-06,,,monthly,89,200,200,GBP,paid,2024-12-06T17:13:00
se_004413,co_0511,payment_failed,Small,,2025-01-06,2025-01-06,,,monthly,89,200,200,GBP,failed,2025-01-06T11:30:00
se_004414,co_0511,payment_recovered,Small,,2025-01-18,2025-01-18,,,monthly,89,200,200,GBP,paid,2025-01-18T10:37:00
se_004415,co_0511,renewal,Small,,2025-02-06,2025-02-06,,,monthly,89,200,200,GBP,paid,2025-02-06T14:10:00
se_004416,co_0511,renewal,Small,,2025-03-06,2025-03-06,,,monthly,89,200,200,GBP,paid,2025-03-06T11:35:00
se_004417,co_0511,renewal,Small,,2025-04-06,2025-04-06,,,monthly,89,200,200,GBP,paid,2025-04-06T14:51:00
se_004418,co_0511,renewal,Small,,2025-05-06,2025-05-06,,,monthly,89,200,200,GBP,paid,2025-05-06T14:59:00
se_004419,co_0511,renewal,Small,,2025-06-06,2025-06-06,,,monthly,89,200,200,GBP,paid,2025-06-06T10:48:00
se_004420,co_0511,renewal,Small,,2025-07-06,2025-07-06,,,monthly,89,200,200,GBP,paid,2025-07-06T18:20:00
se_004421,co_0511,renewal,Small,,2025-08-06,2025-08-06,,,monthly,89,200,200,GBP,paid,2025-08-06T16:40:00
se_004422,co_0511,renewal,Small,,2025-09-06,2025-09-06,,,monthly,89,200,200,GBP,paid,2025-09-06T19:37:00
se_004423,co_0511,renewal,Small,,2025-10-06,2025-10-06,,,monthly,89,200,200,GBP,paid,2025-10-06T09:00:00
se_004424,co_0511,renewal,Small,,2025-11-06,2025-11-06,,,monthly,89,200,200,GBP,paid,2025-11-06T08:20:00
se_004425,co_0511,renewal,Small,,2025-12-06,2025-12-06,,,monthly,89,200,200,GBP,paid,2025-12-06T19:07:00
se_004426,co_0511,renewal,Small,,2026-01-06,2026-01-06,,,monthly,89,200,200,GBP,paid,2026-01-06T14:08:00
se_004427,co_0511,renewal,Small,,2026-02-17,2026-02-06,,,monthly,89,200,200,GBP,paid,2026-02-06T16:49:00
se_004428,co_0511,renewal,Small,,2026-03-06,2026-03-06,,,monthly,89,200,200,GBP,paid,2026-03-06T08:22:00
se_004429,co_0511,renewal,Small,,2026-04-06,2026-04-06,,,monthly,89,200,200,GBP,paid,2026-04-06T15:41:00
se_004430,co_0511,renewal,Small,,2026-05-06,2026-05-06,,,monthly,89,200,200,GBP,paid,2026-05-06T09:10:00
se_004431,co_0511,renewal,Small,,2026-06-09,2026-06-06,,,monthly,89,200,200,GBP,paid,2026-06-06T17:48:00
se_004432,co_0512,trial_start,Small,,,,,2025-12-01,annual,69,0,0,GBP,not_applicable,2025-11-24T08:42:00
se_004433,co_0513,trial_start,small,,,,,2023-09-05,annual,83,0,0,GBP,not_applicable,2023-08-29T10:32:00
se_004434,co_0513,converted,Small,,2023-09-07,2023-09-07,,,annual,83,200,2400,GBP,paid,2023-09-07T19:02:00
se_004435,co_0513,renewal,Small,,2024-09-07,2024-09-07,,,annual,83,200,2400,GBP,paid,2024-09-07T12:21:00
se_004436,co_0513,renewal,Small,,2025-09-07,2025-09-07,,,annual,83,200,2400,GBP,paid,2025-09-07T15:46:00
se_004437,co_0514,trial_start,Medium,,,,,2024-05-19,annual,433,0,0,GBP,not_applicable,2024-05-12T11:08:00
se_004438,co_0515,trial_start,Large,,,,,2023-11-20,monthly,715,0,0,GBP,not_applicable,2023-11-13T18:01:00
se_004439,co_0515,converted,Large,,2023-11-15,2023-11-15,,,monthly,715,1500,1500,GBP,paid,2023-11-15T13:59:00
se_004440,co_0515,renewal,Large,,2023-12-15,2023-12-15,,,monthly,715,1500,1500,GBP,paid,2023-12-15T16:48:00
se_004441,co_0515,renewal,Large,,2024-01-15,2024-01-15,,,monthly,715,1500,1500,GBP,paid,2024-01-15T09:58:00
se_004442,co_0515,renewal,Large,,2024-02-15,2024-02-15,,,monthly,715,1500,1500,GBP,paid,2024-02-15T08:17:00
se_004443,co_0515,renewal,Large,,2024-03-15,2024-03-15,,,monthly,715,1500,1500,GBP,paid,2024-03-15T18:48:00
se_004444,co_0515,renewal,Large,,2024-04-15,2024-04-15,,,monthly,715,1500,1500,GBP,paid,2024-04-15T14:51:00
se_004445,co_0515,payment_failed,Large,,2024-05-15,2024-05-15,,,monthly,715,1500,1500,GBP,failed,2024-05-15T10:02:00
se_004446,co_0515,payment_recovered,Large,,2024-05-24,2024-05-24,,,monthly,715,1500,1500,GBP,paid,2024-05-24T15:29:00
se_004447,co_0515,renewal,Large,,2024-06-21,2024-06-15,,,monthly,715,1500,1500,GBP,paid,2024-06-15T09:55:00
se_004448,co_0515,renewal,Large,,2024-07-15,2024-07-15,,,monthly,715,1500,1500,GBP,paid,2024-07-15T19:42:00
se_004449,co_0515,renewal,Large,,2024-08-15,2024-08-15,,,monthly,715,1500,1500,GBP,paid,2024-08-15T11:49:00
se_004450,co_0515,renewal,Large,,2024-09-15,2024-09-15,,,monthly,715,1500,1500,GBP,paid,2024-09-15T10:28:00
se_004451,co_0515,renewal,Large,,2024-10-31,2024-10-15,,,monthly,715,1500,1500,GBP,paid,2024-10-15T16:58:00
