company_id,company_name,industry,region,trial_start_date,subscription_status,current_plan_name,current_seat_count,organisation_size_band,sales_channel,customer_success_owner,created_at,updated_at
co_0344,Dales Skills Centre,Training Provider,Scotland,2024-04-04,active,Medium,117,101-500,self_serve,,2024-04-04T17:22:00,2025-07-26T15:52:00
co_0345,Greenwich School,School,South East,2023-10-16,active,Small,64,51-100,direct_sales,Amelia Clarke,2023-10-14T16:53:00,2025-10-21T15:42:00
co_0346,Parkside College North North,School,South West,2025-01-09,active,Medium,122,101-500,direct_sales,Imogen Davies,2024-12-30T11:16:00,2025-07-13T16:51:00
co_0347,Cedar Learning Trust,School,Scotland,2025-04-18,active,Medium,167,101-500,direct_sales,Charlotte Evans,2025-04-12T18:43:00,2025-06-01T16:46:00
co_0348,Dundee Higher Education Centre,University,South East,2023-09-28,trial,Medium,453,101-500,partner,Charlotte Evans,2023-09-24T18:13:00,2026-05-12T17:35:00
co_0349,Exeter Institute Trust,University,London,2026-03-04,trial,Large,971,501-1000,self_serve,Daniel Hughes,2026-03-06T09:54:00,2026-05-15T16:49:00
co_0350,Bridgewater School,School,Yorkshire and the Humber,2026-05-31,active,Small,48,1-50,direct_sales,Hannah Roberts,2026-05-22T17:56:00,2026-05-25T16:02:00
co_0351,Fairfield Grammar School South North,School,South East,2023-12-08,active,Medium,168,101-500,public_sector_framework,Ben Whitmore,2023-12-02T12:05:00,2025-05-26T08:45:00
co_0352,Beechwood Learning Group,Training Provider,North West,2026-05-07,active,Small,67,51-100,direct_sales,Farah Malik,2026-04-27T12:46:00,2026-05-01T15:02:00
co_0353,Manchester Library Service,Library,South West,2025-03-31,trial,Small,91,51-100,partner,Farah Malik,2025-03-26T09:01:00,2025-10-01T17:06:00
co_0354,Reading Knowledge Hub,Library,East of England,2024-01-07,active,Small,48,1-50,partner,Amelia Clarke,2023-12-29T10:25:00,2026-01-23T13:14:00
co_0355,York Further Education College,Further Education,South West,2023-11-26,active,Medium,164,101-500,self_serve,Charlotte Evans,2023-11-28T08:42:00,2025-11-01T17:38:00
co_0356,Westfield College,School,East Midlands,2024-10-29,active,Large,969,501-1000,public_sector_framework,George Bennett,2024-10-29T18:08:00,2025-11-17T08:32:00
co_0357,Greenwich Education Partnership Central,Other,London,2024-06-30,trial,Small,95,51-100,direct_sales,Ella Thompson,2024-07-01T16:17:00,2026-02-28T14:58:00
co_0358,Beechwood Learning Group South,Training Provider,South East,2025-02-04,active,Small,70,51-100,direct_sales,Jacob Turner,2025-02-05T15:52:00,2025-07-02T09:48:00
co_0359,Exeter Further Education College Trust,Further Education,North West,2026-06-05,trial,Medium,215,101-500,partner,Imogen Davies,2026-05-27T16:15:00,2026-06-19T14:57:00
co_0360,Edinburgh Libraries Trust,Library,Ireland,2026-04-17,paused,Medium,153,101-500,self_serve,Imogen Davies,2026-04-10T14:08:00,2026-06-20T12:08:00
co_0361,Queensway Learning Trust,School,London,2026-03-03,active,Small,47,1-50,direct_sales,Charlotte Evans,2026-02-23T08:48:00,2026-06-15T18:43:00
co_0362,Hillcrest Skills Centre Trust,Private Education,London,2025-07-18,active,Small,53,51-100,direct_sales,Charlotte Evans,2025-07-10T17:30:00,2026-02-07T08:06:00
co_0363,Belfast Knowledge Hub Trust,Library,South East,2024-11-05,active,LARGE,619,501-1000,direct_sales,Amelia Clarke,2024-10-29T15:02:00,2026-06-16T15:07:00
co_0364,Cedar Academy,School,London,2024-05-07,past_due,Small,62,51-100,self_serve,Ella Thompson,2024-04-27T15:36:00,2025-12-08T11:47:00
co_0365,Cardiff Community Library South,Library,London,2024-06-05,active,Small,93,51-100,partner,Imogen Davies,2024-05-29T13:05:00,2025-05-26T16:07:00
co_0366,Riverside Training,Private Education,Scotland,2024-02-29,trial,Medium,314,101-500,self_serve,Farah Malik,2024-02-23T09:49:00,2025-06-05T12:18:00
co_0367,Fairfield College,School,North West,2025-03-22,voluntary_churn,Small,47,1-50,direct_sales,Hannah Roberts,2025-03-23T14:20:00,2025-05-31T14:40:00
co_0368,Riverside Skills Centre Central,Private Education,Wales,2025-07-20,trial,Small,57,51-100,public_sector_framework,Ben Whitmore,2025-07-20T17:09:00,2025-11-26T18:17:00
co_0369,Chiltern Skills Centre,Training Provider,East of England,2025-10-22,trial,Small,49,1-50,inbound,Farah Malik,2025-10-14T16:11:00,2026-04-15T14:21:00
co_0370,Northbridge School North North,School,West Midlands,2024-06-22,active,Medium,104,101-500,direct_sales,Ben Whitmore,2024-06-20T11:25:00,2025-07-12T15:54:00
co_0371,Oxford Institute,University,East of England,2025-11-18,trial,Medium,235,101-500,inbound,,2025-11-10T17:07:00,2026-05-21T11:45:00
co_0372,Abbey Skills Centre,Private Education,South East,2025-02-05,trial,Medium,200,101-500,partner,,2025-02-07T14:55:00,2025-07-13T14:39:00
co_0373,York Knowledge Hub Central,Library,East Midlands,2025-06-14,active,Medium,200,101-500,inbound,Jacob Turner,2025-06-16T12:32:00,2026-04-18T11:06:00
co_0374,Eastgate School Central North,School,North West,2024-12-23,trial,Medium,176,101-500,self_serve,,2024-12-20T10:39:00,2025-10-19T18:56:00
co_0375,Cambridge University,University,South East,2024-02-03,trial,Medium,427,101-500,self_serve,Hannah Roberts,2024-01-27T12:06:00,2026-01-18T13:56:00
co_0376,Riverside School,School,Scotland,2023-11-11,active,Medium,102,101-500,direct_sales,Farah Malik,2023-11-09T14:55:00,2025-12-23T10:40:00
co_0377,Cardiff Higher Education Centre,University,Scotland,2025-12-28,past_due,Large,756,501-1000,self_serve,Ben Whitmore,2025-12-19T12:44:00,2026-06-24T15:14:00
co_0378,Camden Learning Trust Trust,School,South East,2025-02-03,active,Small,64,51-100,public_sector_framework,Ben Whitmore,2025-02-05T14:31:00,2025-11-07T08:26:00
co_0379,Hadley Skills Centre,Private Education,London,2024-02-11,active,Small,94,51-100,public_sector_framework,Ella Thompson,2024-02-09T18:26:00,2025-07-01T14:48:00
co_0380,Eastgate Training South,Private Education,East Midlands,2024-04-20,active,Small,94,51-100,direct_sales,Amelia Clarke,2024-04-22T09:08:00,2026-06-10T17:33:00
co_0381,Victoria Education Services South,Training Provider,West Midlands,2024-05-14,active,Small,73,51-100,direct_sales,Ben Whitmore,2024-05-16T18:19:00,2025-12-21T10:52:00
co_0382,Harbour School Central,School,Wales,2023-08-18,active,Small,47,1-50,public_sector_framework,Charlotte Evans,2023-08-11T11:18:00,2026-04-01T13:06:00
co_0383,Fairfield Learning Trust North,School,East Midlands,2025-05-07,trial,Small,35,1-50,direct_sales,Daniel Hughes,2025-05-01T11:24:00,2026-02-14T10:43:00
co_0384,Summit Skills Centre,Private Education,East of England,2023-11-18,active,Medium,114,101-500,inbound,Jacob Turner,2023-11-11T15:46:00,2026-06-13T11:59:00
co_0385,Oxford University Central,University,North West,2026-02-10,active,Medium,185,101-500,direct_sales,Farah Malik,2026-02-08T14:27:00,2026-05-10T15:35:00
co_0386,Hillcrest Academy,School,London,2025-11-26,active,Small,75,51-100,self_serve,Ella Thompson,2025-11-23T13:12:00,2026-02-21T11:13:00
co_0387,Parkside College Trust Trust,School,West Midlands,2024-03-18,active,Medium,179,101-500,partner,Ben Whitmore,2024-03-18T11:03:00,2026-04-06T10:17:00
co_0388,Camden Education Partnership,Other,North West,2026-05-25,active,Small,47,1-50,self_serve,Jacob Turner,2026-05-22T14:29:00,2026-05-24T09:45:00
co_0389,York Community Library,Library,London,2025-09-09,active,Medium,284,101-500,inbound,Imogen Davies,2025-09-03T17:03:00,2025-10-23T08:34:00
co_0390,Dales Grammar School Central,School,London,2024-10-09,trial,Small,77,51-100,self_serve,,2024-10-03T17:48:00,2026-03-20T12:02:00
co_0391,Victoria Education Services North,private education,Wales,2023-07-15,trial,Small,63,51-100,self_serve,George Bennett,2023-07-12T08:10:00,2025-11-22T15:55:00
co_0392,Queensway Learning Trust Trust,School,South East,2026-03-31,active,Medium,207,101-500,partner,Ella Thompson,2026-03-30T14:26:00,2026-04-14T16:09:00
co_0393,Hadley Grammar School,School,Wales,2024-05-21,active,Medium,130,101-500,partner,Charlotte Evans,2024-05-20T17:32:00,2025-10-26T11:02:00
co_0394,Exeter University Central,University,London,2025-09-03,active,Medium,165,101-500,partner,Farah Malik,2025-08-30T17:59:00,2025-09-07T14:58:00
co_0395,Northbridge Education Services,Training Provider,London,2023-10-29,active,Medium,111,101-500,inbound,Charlotte Evans,2023-10-23T11:45:00,2025-11-25T16:54:00
co_0396,Eastgate College,School,East of England,2025-10-24,active,Medium,139,101-500,partner,Amelia Clarke,2025-10-24T14:28:00,2025-12-15T08:14:00
co_0397,Hastings University Trust,University,Yorkshire and the Humber,2025-07-09,trial,Medium,425,101-500,direct_sales,Daniel Hughes,2025-07-03T09:58:00,2025-10-10T15:29:00
co_0398,Beechwood Skills Centre Central,Private Education,South West,2025-07-25,trial,Small,61,51-100,public_sector_framework,Imogen Davies,2025-07-19T08:47:00,2025-09-17T16:14:00
co_0399,Swansea Library Service South,Library,South East,2023-12-31,active,Small,90,51-100,self_serve,Ella Thompson,2023-12-30T18:53:00,2025-11-30T11:38:00
co_0400,Hillcrest Training,Private Education,London,2025-10-05,active,Small,64,51-100,self_serve,,2025-10-05T14:06:00,2026-01-08T09:10:00
co_0401,Chiltern Academy,School,South East,2023-09-30,active,Medium,111,101-500,inbound,Charlotte Evans,2023-09-21T14:20:00,2025-08-15T08:47:00
co_0402,Queensway Skills Centre North,Private Education,Wales,2024-02-22,active,Small,96,51-100,partner,Farah Malik,2024-02-21T10:24:00,2025-10-13T08:09:00
co_0403,Cardiff University,University,London,2024-11-21,active,Medium,415,101-500,self_serve,,2024-11-14T10:44:00,2026-06-12T13:48:00
co_0404,Eastgate School South South,School,South East,2024-03-25,trial,Medium,186,101-500,self_serve,Farah Malik,2024-03-23T18:28:00,2026-02-11T18:23:00
co_0405,Elmfield Learning Trust,School,Northern Ireland,2024-05-09,active,Medium,108,101-500,direct_sales,Jacob Turner,2024-05-10T16:05:00,2025-11-19T17:16:00
co_0406,Dundee University North,University,West Midlands,2024-03-26,active,Large,507,501-1000,partner,Hannah Roberts,2024-03-26T16:16:00,2026-05-18T12:25:00
co_0407,Beechwood College Central,School,Wales,2025-08-10,active,Medium,172,101-500,direct_sales,,2025-07-31T09:45:00,2025-11-16T09:03:00
co_0408,Cambridge Further Education College North,Further Education,South East,2026-03-16,active,Medium,409,101-500,self_serve,Ella Thompson,2026-03-10T08:35:00,2026-06-25T15:19:00
co_0409,Oaklands Skills Centre Trust,Training Provider,Ireland,2025-09-29,trial,Small,80,51-100,direct_sales,Hannah Roberts,2025-09-25T10:59:00,2026-05-04T11:21:00
co_0410,Bristol Skills Centre North,Private Education,North West,2026-05-03,active,Small,52,51-100,self_serve,Ella Thompson,2026-05-02T16:28:00,2026-06-09T14:27:00
co_0411,Fairfield Skills Centre North,Training Provider,London,2025-11-28,active,Small,92,51-100,direct_sales,Charlotte Evans,2025-11-28T16:15:00,2026-02-16T18:52:00
co_0412,Swansea Further Education College North Trust,Further Education,West Midlands,2024-03-31,active,Medium,169,101-500,direct_sales,Ben Whitmore,2024-03-26T14:18:00,2026-03-15T17:32:00
co_0413,Edinburgh University Trust,University,Yorkshire and the Humber,2023-08-30,active,Medium,181,101-500,direct_sales,Imogen Davies,2023-08-26T15:21:00,2025-12-11T11:47:00
co_0414,Fairfield Learning Group Central,Private Education,London,2024-03-06,trial,Small,50,1-50,partner,Imogen Davies,2024-02-25T17:53:00,2025-11-16T16:52:00
co_0415,Cotswold Learning Group Central,Training Provider,Yorkshire and the Humber,2025-11-28,active,Small,33,1-50,direct_sales,Farah Malik,2025-11-26T16:21:00,2025-12-09T12:38:00
co_0416,Tudor Learning Group North,Training Provider,South East,2023-10-17,active,Medium,137,101-500,partner,Jacob Turner,2023-10-11T13:13:00,2026-03-27T13:52:00
co_0417,Summit Training North,Training Provider,London,2024-06-16,active,Medium,122,101-500,direct_sales,Hannah Roberts,2024-06-14T13:24:00,2026-04-27T13:28:00
co_0418,Northbridge Learning Trust,School,Wales,2023-11-10,active,Medium,229,101-500,partner,Farah Malik,2023-10-31T18:06:00,2025-10-13T18:37:00
co_0419,Belfast Libraries,Library,Scotland,2025-10-12,active,Medium,157,101-500,direct_sales,Imogen Davies,2025-10-09T12:17:00,2026-04-14T11:41:00
co_0420,Hadley Learning Trust,School,Wales,2024-07-19,active,Medium,285,101-500,self_serve,Farah Malik,2024-07-12T13:06:00,2026-04-01T09:07:00
co_0421,Exeter University South,University,West Midlands,2025-12-04,active,Large,893,501-1000,inbound,Charlotte Evans,2025-11-26T17:19:00,2025-11-27T09:01:00
co_0422,Ashford Learning Group South Trust,Private Education,South East,2025-12-30,trial,Medium,161,101-500,partner,Amelia Clarke,2025-12-26T18:08:00,2026-01-29T17:56:00
co_0423,Norwich Institute Central North,University,South West,2024-07-13,active,Medium,166,101-500,direct_sales,Imogen Davies,2024-07-05T14:22:00,2026-05-20T11:07:00
co_0424,Riverside Academy South,School,West Midlands,2024-08-25,active,SMALL,68,51-100,direct_sales,Ella Thompson,2024-08-22T17:21:00,2025-10-17T14:05:00
co_0425,Kingfisher Education Partnership,Other,North East,2024-09-28,trial,Small,61,51-100,partner,George Bennett,2024-09-22T13:59:00,2025-08-05T14:54:00
co_0426,Cedar Academy South,School,London,2025-12-07,active,Small,78,51-100,partner,George Bennett,2025-12-07T15:19:00,2026-03-27T12:53:00
co_0427,Rowan Learning Group,Private Education,London,2025-05-04,trial,Small,79,51-100,self_serve,Amelia Clarke,2025-04-29T14:32:00,2025-09-06T15:16:00
co_0428,Hadley Academy,School,South West,2026-06-17,active,Medium,126,101-500,inbound,Jacob Turner,2026-06-07T10:54:00,2026-06-23T09:21:00
co_0429,Parkside College Central,School,London,2025-04-26,trial,Small,29,1-50,self_serve,Daniel Hughes,2025-04-17T16:07:00,2025-10-13T14:12:00
co_0430,Beechwood College South North,School,London,2024-06-27,trial,Small ,36,1-50,self_serve,George Bennett,2024-06-28T10:49:00,2026-03-01T12:19:00
co_0431,Belfast University Central,University,South East,2025-04-25,active,Medium,394,101-500,self_serve,Hannah Roberts,2025-04-18T11:48:00,2026-02-01T16:56:00
co_0432,Harbour Skills Centre,Private Education,Scotland,2025-06-27,trial,Small,56,51-100,self_serve,Amelia Clarke,2025-06-24T15:12:00,2025-12-25T17:50:00
co_0433,Victoria Skills Centre South,Private Education,Scotland,2025-03-06,active,Small,66,51-100,inbound,Hannah Roberts,2025-02-27T18:36:00,2026-03-08T13:41:00
co_0434,Manchester Higher Education Centre,University,Scotland,2024-02-15,active,Large,734,501-1000,partner,Ben Whitmore,2024-02-15T11:33:00,2026-04-17T16:39:00
co_0435,Maple Learning Group Trust,Private Education,South West,2023-10-31,active,Small,64,51-100,inbound,Hannah Roberts,2023-11-01T16:47:00,2025-11-22T08:52:00
co_0436,Beechwood Learning Group North,Training Provider,East of England,2023-08-26,active,Medium,223,101-500,self_serve,Imogen Davies,2023-08-27T10:37:00,2026-06-01T18:55:00
co_0437,Kingfisher Education Services South,Private Education,Yorkshire and the Humber,2025-06-24,active,Small,62,51-100,direct_sales,Farah Malik,2025-06-26T10:20:00,2025-10-12T13:31:00
co_0438,Maple Education Services Central,Private Education,London,2025-07-22,active,Small,100,51-100,direct_sales,Daniel Hughes,2025-07-24T09:48:00,2026-03-10T12:59:00
co_0439,Greenwich Learning Trust Central,School,North West,2024-12-03,active,Small,72,51-100,direct_sales,Ben Whitmore,2024-11-29T09:57:00,2025-06-07T14:15:00
co_0440,Swansea Library Service Trust,Library,Yorkshire and the Humber,2025-07-18,active,Small,71,51-100,partner,,2025-07-19T14:02:00,2026-04-09T16:47:00
co_0441,Dales Academy Central,School,South East,2026-01-01,active,Medium,338,101-500,partner,Hannah Roberts,2025-12-23T13:24:00,2026-03-23T10:00:00
co_0442,Westfield Learning Group Central,Private Education,London,2026-05-29,trial,Medium,223,101-500,self_serve,Farah Malik,2026-05-22T10:19:00,2026-06-28T09:27:00
co_0443,Ashford Education Services,Private Education,London,2023-12-24,trial,Small,33,1-50,self_serve,Daniel Hughes,2023-12-17T16:22:00,2026-02-07T17:42:00
co_0444,Queensway Training,Private Education,West Midlands,2026-02-20,trial,Small,74,51-100,self_serve,Jacob Turner,2026-02-15T11:55:00,2026-04-25T10:50:00
co_0445,Cambridge Further Education College Trust North South,Further Education,Yorkshire and the Humber,2025-07-28,active,Small,35,1-50,direct_sales,Amelia Clarke,2025-07-22T14:46:00,2025-10-18T09:00:00
co_0446,Rowan School North,School,East Midlands,2024-10-24,active,Medium,266,101-500,direct_sales,Charlotte Evans,2024-10-14T11:17:00,2026-02-10T11:22:00
co_0447,Northbridge School Central,School,West Midlands,2023-12-15,active,Small,88,51-100,direct_sales,Ben Whitmore,2023-12-08T09:11:00,2026-06-16T17:08:00
co_0448,Maple College,School,North East,2026-04-07,active,Small,54,51-100,direct_sales,Farah Malik,2026-04-09T17:56:00,2026-06-02T11:10:00
co_0449,Dales College Trust,School,East Midlands,2024-11-02,active,Medium,106,101-500,direct_sales,Farah Malik,2024-10-26T14:39:00,2026-05-11T16:51:00
co_0450,Elmfield Learning Trust South,School,South West,2024-10-18,active,Medium,144,101-500,direct_sales,Hannah Roberts,2024-10-13T16:45:00,2025-07-12T12:17:00
co_0451,Hillcrest School North Trust,School,West Midlands,2023-12-18,past_due,Small,73,51-100,direct_sales,Hannah Roberts,2023-12-12T11:54:00,2025-12-07T10:48:00
co_0452,Kingfisher Skills Centre North,Private Education,Scotland,2026-05-12,trial,Small,60,51-100,partner,Ben Whitmore,2026-05-09T08:52:00,2026-06-02T10:17:00
co_0453,Kingfisher Learning Trust,School,London,2024-04-21,active,Small,39,1-50,direct_sales,Jacob Turner,2024-04-13T10:12:00,2026-03-25T16:59:00
co_0454,Leeds Higher Education Centre,University,South East,2024-10-10,voluntary_churn,Medium,357,101-500,self_serve,Imogen Davies,2024-10-02T09:38:00,2026-02-02T08:31:00
co_0455,Camden Grammar School,School,North West,2023-12-25,active,Medium,244,101-500,inbound,,2023-12-17T11:45:00,2026-04-28T17:09:00
co_0456,Hadley School Trust,School,South East,2023-12-22,active,Medium,123,101-500,direct_sales,Jacob Turner,2023-12-12T14:39:00,2025-07-30T10:54:00
co_0457,Oaklands Grammar School,School,Wales,2024-07-23,active,Small,40,1-50,self_serve,Amelia Clarke,2024-07-22T08:37:00,2025-09-19T12:15:00
co_0458,Fairfield Training Trust,Private Education,Scotland,2025-09-03,active,Small,83,51-100,direct_sales,Amelia Clarke,2025-08-27T13:41:00,2026-02-09T15:38:00
co_0459,Manchester Further Education College Central,Further Education,Yorkshire and the Humber,2026-01-16,active,Medium,427,101-500,partner,,2026-01-12T16:12:00,2026-04-17T12:24:00
co_0460,Bridgewater Education Services Trust,Private Education,Scotland,2024-08-26,active,Small,23,1-50,public_sector_framework,Ben Whitmore,2024-08-17T17:00:00,2026-02-14T10:44:00
co_0461,Meadowbrook Learning Group,Private Education,Ireland,2025-04-07,trial,Small,35,1-50,partner,Ben Whitmore,2025-04-02T14:01:00,2026-03-11T15:40:00
co_0462,Oxford Further Education College North,Further Education,London,2024-10-10,voluntary_churn,Medium,111,101-500,direct_sales,George Bennett,2024-10-03T16:55:00,2025-10-02T12:36:00
co_0463,Victoria School North,School,Northern Ireland,2026-05-01,active,Medium,214,101-500,public_sector_framework,Amelia Clarke,2026-04-23T12:03:00,2026-06-03T16:30:00
co_0464,Reading Further Education College Central,Further Education,North West,2023-10-22,trial,Medium,213,101-500,partner,Ella Thompson,2023-10-18T15:53:00,2025-08-01T18:47:00
co_0465,Lancaster Knowledge Hub,Library,London,2023-12-25,active,Medium,106,101-500,inbound,Imogen Davies,2023-12-24T13:42:00,2026-04-19T12:15:00
co_0466,Lakeside School Trust,School,North West,2023-07-18,active,Medium,176,101-500,direct_sales,Hannah Roberts,2023-07-14T08:48:00,2025-10-09T11:02:00
co_0467,Swansea Institute,University,Scotland,2026-04-07,trial,Medium,172,101-500,direct_sales,Farah Malik,2026-04-02T10:21:00,2026-05-02T18:18:00
co_0468,Harbour College South North,School,North West,2025-05-11,active,Medium,146,101-500,inbound,Ben Whitmore,2025-05-01T12:04:00,2025-07-23T13:07:00
co_0469,Rowan Training,Training Provider,South West,2026-04-29,trial,Small,50,1-50,self_serve,Ben Whitmore,2026-04-25T08:02:00,2026-04-28T08:34:00
co_0470,Tudor Learning Group Trust Central,Training Provider,South East,2025-08-08,active,SMALL,73,51-100,direct_sales,Jacob Turner,2025-08-05T10:16:00,2026-06-29T15:15:00
co_0471,Fairfield Skills Centre South,Private Education,London,2025-09-17,active,Medium,159,101-500,direct_sales,Ella Thompson,2025-09-13T16:09:00,2026-01-16T17:54:00
co_0472,Elmfield Academy,School,,2024-11-04,trial,Small,85,51-100,self_serve,George Bennett,2024-11-03T12:21:00,2025-10-14T08:47:00
co_0473,Camden Learning Trust Central,School,South East,2025-06-27,active,Medium ,365,101-500,public_sector_framework,Ben Whitmore,2025-06-27T11:15:00,2026-05-05T09:42:00
co_0474,Exeter Institute South,University,North West,2026-01-05,active,Medium,131,101-500,self_serve,,2026-01-02T16:00:00,2026-04-22T11:22:00
co_0475,Abbey Grammar School,School,West Midlands,2023-09-08,active,Small,87,51-100,self_serve,Amelia Clarke,2023-09-03T18:27:00,2025-07-12T18:40:00
co_0476,Abbey Education Partnership,Other,North West,2025-11-16,active,Small,20,1-50,self_serve,Jacob Turner,2025-11-15T11:19:00,2025-11-20T16:56:00
co_0477,Camden Learning Trust South,School,South East,2024-03-30,active,Medium,158,101-500,inbound,Amelia Clarke,2024-03-31T11:31:00,2025-09-27T09:24:00
co_0478,Rowan Education Services Central Central,Private Education,London,2023-08-17,trial,Small,26,1-50,direct_sales,,2023-08-15T13:27:00,2026-04-09T14:35:00
co_0479,Hastings Further Education College North,Further Education,North East,2025-06-21,active,Medium,218,101-500,inbound,Ben Whitmore,2025-06-13T09:46:00,2025-07-10T10:14:00
co_0480,Oaklands Learning Group South,Training Provider,Yorkshire and the Humber,2025-06-17,trial,Medium,307,101-500,self_serve,Amelia Clarke,2025-06-12T10:25:00,2025-09-09T17:45:00
co_0481,Manchester Libraries,Library,East of England,2025-11-17,active,Medium,167,101-500,inbound,,2025-11-13T14:24:00,2026-04-13T10:16:00
co_0482,Dundee Community Library South,Library,South West,2025-02-16,trial,Small,28,1-50,partner,,2025-02-15T09:47:00,2025-10-02T08:48:00
co_0483,Rowan Academy Trust,School,East Midlands,2026-06-11,trial,Medium,132,101-500,inbound,,2026-06-05T15:55:00,2026-06-12T10:21:00
co_0484,Camden Learning Group Trust,Private Education,South West,2025-09-19,past_due,Small,38,1-50,direct_sales,Amelia Clarke,2025-09-12T15:39:00,2026-01-18T14:06:00
co_0485,Cotswold College,School,Wales,2024-10-14,trial,Medium,268,101-500,direct_sales,Ella Thompson,2024-10-14T12:59:00,2025-07-31T08:07:00
co_0486,Leeds Libraries Trust,Library,South West,2026-01-06,active,Medium,203,101-500,direct_sales,George Bennett,2025-12-30T13:06:00,2026-04-30T10:51:00
co_0487,Kingfisher Training Central,Private Education,South East,2023-11-11,trial,Medium,135,101-500,direct_sales,Hannah Roberts,2023-11-06T15:36:00,2026-03-05T14:13:00
co_0488,Rowan Training Central,Private Education,London,2024-08-17,trial,Small,45,1-50,self_serve,Imogen Davies,2024-08-13T17:11:00,2026-03-23T09:42:00
co_0489,Fairfield Grammar School South Central,School,Scotland,2023-07-27,active,Medium,123,101-500,self_serve,Charlotte Evans,2023-07-19T16:17:00,2025-11-05T11:46:00
co_0490,Bristol Education Services,Private Education,East of England,2024-07-11,active,Small,65,51-100,self_serve,,2024-07-08T18:34:00,2025-07-23T13:09:00
co_0491,Leeds Knowledge Hub,LIBRARY,South West,2024-03-22,voluntary_churn,Medium,213,101-500,partner,Imogen Davies,2024-03-17T13:15:00,2026-02-05T13:29:00
co_0492,Cambridge Institute Central,University,North West,2025-12-17,trial,Large,968,501-1000,self_serve,,2025-12-16T16:40:00,2026-06-09T14:17:00
co_0493,Eastgate School Trust Trust,School,East Midlands,2025-08-29,trial,Medium,179,101-500,partner,Daniel Hughes,2025-08-30T16:11:00,2025-10-18T16:51:00
co_0494,Bridgewater College Central,School,South East,2026-05-19,active,Medium,142,101-500,direct_sales,Farah Malik,2026-05-13T11:14:00,2026-05-29T10:26:00
co_0495,Ashford Learning Trust,School,South East,2024-06-20,active,Small,98,51-100,inbound,Daniel Hughes,2024-06-17T12:27:00,2025-12-04T11:06:00
co_0496,Summit School,School,East Midlands,2024-05-29,active,Small,65,51-100,direct_sales,Amelia Clarke,2024-05-19T14:50:00,2025-09-02T14:19:00
co_0497,Leeds Further Education College Trust,Further Education,North West,2025-02-08,active,Medium,166,101-500,partner,Charlotte Evans,2025-01-30T16:30:00,2025-09-13T18:37:00
co_0498,Eastgate Academy,School,South East,2023-12-28,active,Medium,292,101-500,inbound,Hannah Roberts,2023-12-27T12:42:00,2026-04-07T18:04:00
co_0499,Maple Learning Trust Central,School,East of England,2024-11-07,voluntary_churn,Medium,103,101-500,self_serve,Ben Whitmore,2024-10-30T15:41:00,2025-11-10T15:26:00
co_0500,Northbridge Education Services Central,Private Education,North East,2026-03-04,active,Medium,169,101-500,inbound,Daniel Hughes,2026-03-01T13:19:00,2026-05-23T16:53:00
co_0501,Kingfisher Education Partnership South,Other,Ireland,2026-03-24,active,Small,87,51-100,direct_sales,,2026-03-22T12:38:00,2026-03-29T09:52:00
co_0502,Hillcrest College,school,Wales,2025-02-02,active,Medium,114,101-500,self_serve,,2025-01-30T12:02:00,2025-11-16T09:33:00
co_0503,York Further Education College Central,Further Education,West Midlands,2025-09-14,active,Medium,135,101-500,direct_sales,George Bennett,2025-09-12T11:43:00,2026-03-30T12:35:00
co_0504,Summit Grammar School Trust North,School,Scotland,2025-07-07,trial,Medium,117,101-500,partner,Daniel Hughes,2025-07-01T09:17:00,2026-04-02T14:19:00
co_0505,Cambridge University Trust,University,North West,2025-02-03,active,Large,511,501-1000,direct_sales,Charlotte Evans,2025-01-28T14:54:00,2026-04-04T16:44:00
co_0506,Camden Academy South,School,North East,2024-12-10,active,Medium,133,101-500,direct_sales,Jacob Turner,2024-12-04T08:31:00,2025-06-14T17:26:00
co_0507,Lakeside Skills Centre South Trust,PRIVATE EDUCATION,Yorkshire and the Humber,2024-10-18,active,Medium,239,101-500,self_serve,,2024-10-18T17:48:00,2026-06-04T14:10:00
co_0508,Cardiff Further Education College North,Further Education,West Midlands,2024-05-17,active,Large,582,501-1000,direct_sales,Imogen Davies,2024-05-19T12:56:00,2025-09-16T16:34:00
co_0509,Norwich University,University,South East,2024-09-06,active,Bespoke,2600,1001+,inbound,Hannah Roberts,2024-08-27T18:58:00,2025-12-15T09:05:00
co_0510,Parkside Grammar School,School,South West,2026-05-02,active,Small,69,51-100,inbound,Imogen Davies,2026-05-01T18:40:00,2026-06-01T09:04:00
co_0511,Exeter Further Education College South Central,Further Education,North West,2023-09-03,active,Small,89,51-100,direct_sales,Ben Whitmore,2023-08-30T12:07:00,2025-12-20T08:13:00
co_0512,Dundee Library Service,Library,North West,2025-11-24,trial,Small,69,51-100,self_serve,,2025-11-25T13:26:00,2026-01-14T16:35:00
co_0513,Hadley College South,School,West Midlands,2023-08-29,paused,Small,83,51-100,public_sector_framework,Farah Malik,2023-08-29T08:21:00,2026-02-03T09:53:00
co_0514,Tudor Learning Group South,Training Provider,London,2024-05-12,trial,Medium,433,101-500,partner,Jacob Turner,2024-05-04T16:47:00,2025-08-02T09:48:00
co_0515,York Library Service,Library,East Midlands,2023-11-13,active,Large,715,501-1000,partner,Jacob Turner,2023-11-06T13:02:00,2025-08-16T15:37:00
